genres,id,keywords,original_language,production_countries,spoken_languages,title
"Comedy, Music",19366,"manager, pop, secret, small town, garage, musician, music, friendship, industry, fame, conspiracy, subliminal , rock band, culture, woman director, messages, fortune, record deal, popular, pawns",en,"Canada, United States of America",English,Josie and the Pussycats
"Action, Thriller",204082,"based on novel, drug dealer, ex-cop, rural setting, undercover cop, methamphetamine, motorcycle gang, drug, revenge motive, father daughter relationship, lousiana bayou",en,United States of America,English,Homefront
"Family, Horror",24100,"based on novel, vampire, bite, independent film, fang vamp",en,"Germany, Netherlands, United States of America","English, Deutsch",The Little Vampire
"Comedy, Romance",1599,"sex, detective, jealousy, humor, protest, wife, celebrity, rivalry, independent film, religion, universe, anger, nature, husband, existentialism, enviroment, issues",en,"Germany, United States of America",English,I Heart Huckabees
"Action, Adventure, Crime, Science Fiction, Thriller",5550,"cyborg, dystopia, police, sequel, cyberpunk, policeman, robocop",en,United States of America,"English, 日本語",RoboCop 3
"Action, Science Fiction, Thriller",30379,dystopia,en,United States of America,English,Megiddo: The Omega Code 2
"Drama, Comedy, Thriller, Music, Romance",42586,"spy, uncle",en,United States of America,"Deutsch, English",Darling Lili
"Comedy, Family, Romance",17709,"based on cartoon, mountie",en,United States of America,English,Dudley Do-Right
"Thriller, Action, Crime",287948,"transporter, sequel, suspense, car, bank heist, action",en,"Belgium, China, France",English,The Transporter Refueled
"Drama, Romance",7548,"london england, sex, dying and death, poet, theatre milieu, monolog, monkey, alcoholic",en,United Kingdom,English,The Libertine
"Drama, Thriller, War",9075,"in love with enemy, netherlands, world war ii, prosecution",nl,"Netherlands, Germany, United Kingdom","Nederlands, Deutsch, English, עִבְרִית",Black Book
"Romance, Drama, History, War, Music",11661,"holiday, world war i, hostility, singer, singing, christmas",fr,"Belgium, France, Germany, Japan, Norway, Romania, United Kingdom, United States of America","English, Français, Deutsch, Latin",Joyeux Noël
"Action, Comedy, Romance",109513,"witness protection, getaway driver, duringcreditsstinger",en,United States of America,"English, Français, Polski",Hit & Run
"Action, Comedy, Crime",12085,"gang, hoodlum, woman director",en,United States of America,English,Mad Money
"Mystery, Thriller",204922,"amnesia, therapist, aggression, hospital, flashback",en,"France, Sweden, United Kingdom",English,Before I Go to Sleep
"Action, Thriller, Adventure",38985,"dynamite, car journey, nicaragua, criminal, bandit, explosives, latin america, rope bridge, transport, nitroglycerin, oil company, existentialism, dangerous mission",en,United States of America,"English, Français, Deutsch, Español",Sorcerer
Drama,44113,"prison, fire, manipulation, seduction, vegetarian, playground, deception, arson, parole, arsonist, convict, house fire",en,United States of America,English,Stone
"Romance, Drama, Comedy",21494,playwright,fr,France,"Français, Magyar",Moliere
"Thriller, Drama, Crime",164457,"prison, brother brother relationship, drug dealer, brother, revenge, drug use, car accident, justice, family, bare knuckle fighting, rust belt, neo-noir, manslaughter, social decay, ptsd",en,United States of America,English,Out of the Furnace
"Drama, Mystery, Crime",4566,"killing, restaurant, chambers of a barrister, scandal, pretended suicide, lawsuit, car bomb, business ethics, crooked lawyer",en,United States of America,English,Michael Clayton
"Comedy, Drama",17795,"white house, usa president, national security agency (nsa), danger, sable, writ",en,United States of America,English,My Fellow Americans
"Drama, Thriller, Mystery",1073,"bomb, terrorist, fbi, professor, paranoia, college, wife, politics, army, murder, suspense, neighbor, agent, blueprint, classified, neo-noir",en,United States of America,English,Arlington Road
"Animation, Adventure, Romance",153158,soccer,es,"Argentina, Spain","Español, English",Underdogs
"Romance, Comedy",81836,"rome, expatriate, episodic",en,"Italy, Spain, United States of America","Italiano, English",To Rome with Love
"Science Fiction, Action, Adventure, Thriller",10724,"flying, pilot, kampfjet, false identity, assault, suspense",en,United States of America,"Pусский, English",Firefox
"Animation, Comedy, Music",9473,"gay, mount rushmore national memorial, swear word, mephisto, hell, world supremacy, elementary school, saddam hussein, blood splatter, atheist, sequel, surrealism, friends who hate each other, satan, based on tv series, cartoon sex, child swearing, visions of hell, u.s. canada war, shot to death, adult animation, south park colorado",en,United States of America,English,"South Park: Bigger, Longer & Uncut"
"Comedy, Drama",2196,"brother brother relationship, farewell, father son relationship, age difference, parents kids relationship, secret, sadness, coffin, funeral, gathering, surprise, lsd, studies, hallucinogen, drug trip, arrogance, female corpse",en,United Kingdom,English,Death at a Funeral
"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",1499,"japan, time travel, ninja",en,"Hong Kong, United States of America",English,Teenage Mutant Ninja Turtles III
"Comedy, Romance",20857,gay,en,"Germany, United States of America",English,Hardball
"Drama, Comedy, Romance",82693,"dancing, philadelphia, running, based on novel, depression, letter, friendship, neighbor, mental illness, ex-wife, institutionalization, bipolar, philadelphia eagles",en,United States of America,English,Silver Linings Playbook
"Crime, Drama",1646,"black people, based on novel, holocaust, ghetto, diary, principal witness , biography, daughter, high school, racial segregation, anne frank, school excursion, idealism, violence in schools, racial tension, gang violence, based on true events",en,"Germany, United States of America","English, Español",Freedom Writers
Drama,44944,"female nudity, poem, rape, love, domestic violence, womanhood",en,United States of America,English,For Colored Girls
"Action, Crime, Thriller",4108,"car journey, transportation, auto, human trafficking",en,"United States of America, France","English, Français, 普通话",The Transporter
"Drama, Action",8456,"rebel, martial arts, underground, fight, training, champion, sport, high school, party, revenge, blood, nemesis, violence, club, brawl",en,United States of America,English,Never Back Down
"Horror, Thriller, Science Fiction",7341,"suicide, male nudity, female nudity, fire, nudity, asylum, telekinesis, high school, swimming pool, party, sequel, murder, prom, teacher, decapitation, blood, splatter, weightlifting, teen suicide, woman director",en,United States of America,English,The Rage: Carrie 2
"Drama, Comedy, Romance",19255,"interracial relationship, dead father, reference to bob dylan, biracial, bedtime story, unmarried couple, medical illustrator, disguised voice, reference to huckleberry finn, student protest, sonogram, expectant grandmother, dead parents, testicles",en,United States of America,English,Away We Go
"Drama, Comedy",10187,"usa president, presidential election, fox news",en,United States of America,English,Swing Vote
"Romance, Drama",31005,,en,United States of America,"English, עִבְרִית",Moonlight Mile
"Drama, Thriller, Mystery",49517,"spy, cold war, spying, espionage, mole, british spy",en,"France, Germany, United Kingdom","Français, English, Pусский, Magyar",Tinker Tailor Soldier Spy
"Drama, Comedy, Romance",44857,,en,United States of America,English,Molly
Drama,50780,"puppet, woman director",en,"United Arab Emirates, United States of America",English,The Beaver
Comedy,16363,"brothel, corset, crusader, musical, governor, tv reporter, madame, busty, cat house, based on stage musical, based on adaptation, based on article, swearing",en,United States of America,English,The Best Little Whorehouse in Texas
"Action, Thriller, Science Fiction, Horror",1946,"video game, hacker, bodyguard, pop star, virtual reality, dystopia, virtual fight",en,"Canada, France, United Kingdom",English,eXistenZ
"Adventure, Action",85,"saving the world, riddle, nepal, himalaya, cairo, moses, egypt, whip, treasure, medallion, leather jacket, nazis, hat, mediterranean, ark of the covenant, ten commandments, treasure hunt, excavation, swastika, archaeologist, indiana jones, archeology ",en,United States of America,"English, Español, Deutsch, עִבְרִית, العربية, ",Raiders of the Lost Ark
"Comedy, Family, Adventure, Crime",772,"holiday, new york, new york city, christmas",en,United States of America,"English, Français",Home Alone 2: Lost in New York
"Science Fiction, Drama",840,"indiana, obsession, extraterrestrial technology, evacuation, blackout, flying saucer, secret base, light, contact, beguilement, exchange, ufo, alien, vision, missing person, mother ship, escapade, obsessive quest, life turned upside down",en,United States of America,"हिन्दी, English, Français, Español",Close Encounters of the Third Kind
"Horror, Thriller",9682,"suicide, hacker, death of a friend, website, remake",en,United States of America,"English, Polski",Pulse
"Action, Comedy, Crime",96,"smuggling of arms, detective, intensive care, undercover, strip club, armored car, investigation, police, swimming pool, sequel, shootout, gunfight, los angeles, explosion, violence, car chase, detroit, horse track, beverly hills, buddy cop, oil field, cement truck, playboy mansion, shooting range",en,United States of America,English,Beverly Hills Cop II
Comedy,10678,"prison, ex-boyfriend, support, escape, lawyer",en,United States of America,"English, Français",Bringing Down the House
